,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,collection_date,common_name,environment_(biome),environment_(feature),environment_(material),geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),investigation_type,project_name,sample_name,sequencing_method,sewage_type,wastewater_type,wastewater/sludge_environmental_package,rundate,experiment_id,SRA_id,sample,geo_loc_name,ww_population,ww_sample_duration,ww_sample_matrix,isolation_source,ww_sample_type,ww_surv_target_1,ww_surv_target_1_known_present,collected_by,BioSampleModel,fasta_file,collection_site_id,sequenced_by,ww_sample_site,ww_surv_jurisdiction,ww_surv_system_sample_id,ww_population_source,purpose_of_ww_sampling,concentration_method,extraction_method,extraction_control,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_protocol,ww_flow,enrichment_kit,amplicon_PCR_primer_scheme,amplicon_size,sequence_submitter_contact_email,raw_sequence_data_processing_method,ww_processing_protocol,collection_time,instantaneous_flow,collection_volume,ww_temperature,ww_ph,ww_industrial_effluent_percent,ww_total_suspended_solids,ww_pre_treatment,ww_surv_target_2,ww_surv_target_2_conc,ww_surv_target_2_conc_unit,ww_surv_target_2_gene,ww_surv_target_2_known_present,purpose_of_ww_sequencing,quality_control_method,quality_control_method_version,quality_control_determination,quality_control_issues,dehosting_method,geo_loc_ENA,site id
SRR25726341,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726341,SRX21450453,,USA: Florida,100000.0,24,post grit removal,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,fl,10978.F,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,ZnMHhewg5CWH
SRR25726297,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726297,SRX21450497,,USA: Vermont,15000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,vt,11106.C,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,TWfiRwua8wXS
SRR25726296,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726296,SRX21450498,,USA: Alaska,200000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,ak,11084.E,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,mtzqHeoqawrG
SRR25726346,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726346,SRX21450448,,USA: Tennessee,600000.0,24,post grit removal,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,tn,10812.K,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,9rwfet9npkyj
SRR25726290,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726290,SRX21450504,,USA: Washington,81140.0,23,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,wa,7771.H,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,oBivTjeifaTd
SRR25726322,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726322,SRX21450472,,USA: California,15000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,ca,11187.A,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,ShdqDa8Nk5JM
SRR25726355,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726355,SRX21450439,,USA: Hawaii,3000.0,0,raw wastewater,wastewater,grab,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,hi,8577.P,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,AFDEdkPYLpGB
SRR25726242,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726242,SRX21450552,,USA: Louisiana,99712.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,la,9321.A,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,Urce4hTD3Afq
SRR25726316,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726316,SRX21450478,,USA: Louisiana,262326.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,la,9321.B,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,UNEPgrpFU6W4
SRR25757774,,,,,,,,,,2023-08-14,,,,,,,,,,GenomeTrakr; LFFM ww project,0PD00013_08142023,,,,,,SRR25757774,SRX21480677,,USA: Ohio,20366,24,raw wastewater,wastewater,composite,SARS-CoV-2,no,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0027197,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,0PD00013_08142023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,32440978.99,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0027197
SRR25726243,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726243,SRX21450551,,USA: Maryland,22000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,md,11152.E,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,HZAdXHg8xXQT
SRR25726352,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726352,SRX21450442,,USA: New Mexico,13000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,nm,7849.H,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,3EoSTyASwDDb
SRR25726269,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726269,SRX21450525,,USA: Texas,143000.0,0,raw wastewater,wastewater,grab,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,tx,8234.F,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,6N9LMhgYZFHf
SRR25726350,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726350,SRX21450444,,USA: Mississippi,27662.0,25,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,ms,10980.E,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,m5DKji65mKvg
SRR25726236,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726236,SRX21450558,,USA: Kansas,27000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,ks,8263.G,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,TurHhQ7q7oyx
SRR25757789,,,,,,,,,,2023-08-14,,,,,,,,,,GenomeTrakr; LFFM ww project,4PB00101_08142023,,,,,,SRR25757789,SRX21480661,,USA: Ohio,2400,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Ohio Department of Health,SARS-CoV-2: wastewater surveillance,,OH0025321,The Ohio State University Infectious Diseases Institute,wastewater treatment plant,oh,4PB00101_08142023,utility provided information,public health surveillance community-level,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,24210.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,423966.1198,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0025321
SRR25726281,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726281,SRX21450513,,USA: Alabama,3000.0,0,raw wastewater,wastewater,grab,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,al,7909.B,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,AHtdNpb43gyC
SRR25726386,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726386,SRX21450408,,USA: North Dakota,25679.0,1,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,nd,8619.E,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,n3nCNGGrFxdD
SRR25726359,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726359,SRX21450435,,USA: North Carolina,26000.0,23,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,nc,10946.B,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,HXwnAoYqUr2h
SRR25726285,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726285,SRX21450509,,USA: Alaska,20000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,ak,8174.A,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,8tf8APoF2Jrs
SRR25726321,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726321,SRX21450473,,USA: Tennessee,300000.0,18,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,tn,10394.K,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,9kgZKc4FoimF
SRR25726232,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726232,SRX21450562,,USA: Montana,68015.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,mt,10742.A,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,bLRFSVcdmoGZ
SRR25726238,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726238,SRX21450556,,USA: Rhode Island,21100.0,27,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,ri,10914.A,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,MLsTffPWe3i7
SRR25726229,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726229,SRX21450565,,USA: Alabama,72000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,al,10998.E,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,AuMcWq8nJydi
SRR25726338,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726338,SRX21450456,,USA: California,91765.0,24,post grit removal,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,ca,10892.F,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,DMAHBcJy4vzY
SRR25726235,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726235,SRX21450559,,USA: Texas,13276.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,tx,11183.B,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,dtqNP7FQN7fS
SRR25726329,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726329,SRX21450465,,USA: Florida,300000.0,23,post grit removal,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,fl,9337.A,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,2UiDemUQ4Q3Y
SRR25726345,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726345,SRX21450449,,USA: Louisiana,389000.0,24,post grit removal,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,la,9020.N,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,QHPNUcHR95tM
SRR25726344,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726344,SRX21450450,,USA: Florida,100000.0,23,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,fl,11016.F,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,ZnMHhewg5CWH
SRR25726244,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726244,SRX21450550,,USA: Oklahoma,51000.0,24,post grit removal,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,ok,10768.F,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,NYdcBQXrqtsn
SRR25726373,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726373,SRX21450421,,USA: Arkansas,5500.0,0,raw wastewater,wastewater,grab,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,ar,10912.F,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,iYJRiu7mdhoz
SRR25726314,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726314,SRX21450480,,USA: Indiana,17612.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,in,10920.B,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,HHjjXhirdcb3
SRR25726343,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726343,SRX21450451,,USA: Virginia,65000.0,24,post grit removal,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,va,11046.F,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,RRxUChgpzUan
SRR25726351,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726351,SRX21450443,,USA: Maine,3000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,me,10910.E,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,VnsqdTKJ9fWX
SRR25726280,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726280,SRX21450514,,USA: Florida,776150.0,8,post grit removal,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,fl,7812.H,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,LoAMbVsx7mFg
SRR25726342,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726342,SRX21450452,,USA: Georgia,197191.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,ga,8210.D,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,5QpTdioWubRR
SRR25726295,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726295,SRX21450499,,USA: Kansas,50000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,ks,10754.J,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,MRiJCnbnsP87
SRR25726307,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726307,SRX21450487,,USA: Washington,120000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,wa,10848.E,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,ALXj8HraCa6o
SRR25726240,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726240,SRX21450554,,USA: South Carolina,140280.0,24,post grit removal,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,sc,11008.C,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,HMTezwB4JuzT
SRR25726337,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726337,SRX21450457,,USA: New Jersey,1300000.0,24,raw wastewater,wastewater,composite,SARS-CoV-2,yes,Biobot Analytics,SARS-CoV-2: wastewater surveillance,,,Ginkgo Bioworks clinical laboratory,wastewater treatment plant,nj,10922.B,,public health surveillance community-level,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,,,,,,,ARTIC V5.3,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,,,,,,,,,,,,,,,,,,,,nan: nan,G4sf3FUVRAPm
