,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,collection_date,common_name,environment_(biome),environment_(feature),environment_(material),geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),investigation_type,project_name,sample_name,sequencing_method,sewage_type,wastewater_type,wastewater/sludge_environmental_package,rundate,experiment_id,SRA_id,isolate,host,isolation_source,env_broad_scale,env_local_scale,env_medium,geo_loc_name,lat_lon,source_uvig,virus_enrich_appr,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,collected_by,sequenced_by,BioSampleModel,purpose_of_ww_sampling,ww_sample_site,ww_surv_jurisdiction,ww_surv_system_sample_id,ww_processing_protocol,concentration_method,extraction_method,ww_surv_target_1,ww_surv_target_1_known_present,amplicon_PCR_primer_scheme,sample,fasta_file,collection_site_id,ww_population_source,extraction_control,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_protocol,ww_flow,enrichment_kit,amplicon_size,sequence_submitter_contact_email,raw_sequence_data_processing_method,collection_time,instantaneous_flow,collection_volume,ww_temperature,ww_ph,ww_industrial_effluent_percent,ww_total_suspended_solids,ww_pre_treatment,ww_surv_target_2,ww_surv_target_2_conc,ww_surv_target_2_conc_unit,ww_surv_target_2_gene,ww_surv_target_2_known_present,purpose_of_ww_sequencing,quality_control_method,quality_control_method_version,quality_control_determination,quality_control_issues,dehosting_method,ww_primary_sludge_retention_time,geo_loc_ENA,site id
SRR25724521,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25724521,SRX21448626,,,wastewater,,,,USA: Pennsylvania,,,,85000.0,23,post grit removal,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,pa,6397.A,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,NWQc6ddcusmV
SRR25726344,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726344,SRX21450450,,,wastewater,,,,USA: Florida,,,,100000.0,23,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,fl,11016.F,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ZnMHhewg5CWH
SRR25726285,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726285,SRX21450509,,,wastewater,,,,USA: Alaska,,,,20000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,ak,8174.A,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,8tf8APoF2Jrs
SRR25726436,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726436,SRX21450358,,,wastewater,,,,USA: Massachusetts,,,,3000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,ma,10984.C,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,iZGb65mxh9p9
SRR25726355,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726355,SRX21450439,,,wastewater,,,,USA: Hawaii,,,,3000.0,0,raw wastewater,grab,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,hi,8577.P,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,AFDEdkPYLpGB
SRR25726233,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726233,SRX21450561,,,wastewater,,,,USA: California,,,,200000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,ca,10487.N,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,4vwQEBg4sbgZ
SRR25726338,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726338,SRX21450456,,,wastewater,,,,USA: California,,,,91765.0,24,post grit removal,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,ca,10892.F,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,DMAHBcJy4vzY
SRR25726451,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726451,SRX21450343,,,wastewater,,,,USA: Puerto Rico,,,,64948.0,0,raw wastewater,grab,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,pr,9424.AQ,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,MDL4g7G6vvmu
SRR25726443,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726443,SRX21450351,,,wastewater,,,,USA: Virginia,,,,9340.0,0,raw wastewater,grab,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,va,10876.F,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,hVaoFCCDtXaS
SRR25726242,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726242,SRX21450552,,,wastewater,,,,USA: Louisiana,,,,99712.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,la,9321.A,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,Urce4hTD3Afq
SRR25726393,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726393,SRX21450401,,,wastewater,,,,USA: New Mexico,,,,87505.0,0,raw wastewater,grab,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,nm,8490.A,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,SFWyFpoL95fm
SRR25726341,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726341,SRX21450453,,,wastewater,,,,USA: Florida,,,,100000.0,24,post grit removal,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,fl,10978.F,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ZnMHhewg5CWH
SRR25726316,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726316,SRX21450478,,,wastewater,,,,USA: Louisiana,,,,262326.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,la,9321.B,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,UNEPgrpFU6W4
SRR25726419,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726419,SRX21450375,,,wastewater,,,,USA: Puerto Rico,,,,193914.0,0,raw wastewater,grab,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,pr,9424.AK,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,37KNDZUUYxWu
SRR25726290,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726290,SRX21450504,,,wastewater,,,,USA: Washington,,,,81140.0,23,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,wa,7771.H,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,oBivTjeifaTd
SRR25726433,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726433,SRX21450361,,,wastewater,,,,USA: Rhode Island,,,,33000.0,23,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,ri,10681.E,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,QzQsr6ABL2HH
SRR25726230,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726230,SRX21450564,,,wastewater,,,,USA: Vermont,,,,10000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,vt,6964.D,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,LXVdq2reh48T
SRR25726345,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726345,SRX21450449,,,wastewater,,,,USA: Louisiana,,,,389000.0,24,post grit removal,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,la,9020.N,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,QHPNUcHR95tM
SRR25726421,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726421,SRX21450373,,,wastewater,,,,USA: Pennsylvania,,,,13000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,pa,7705.H,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,E6BwiSRbQwT7
SRR25726413,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726413,SRX21450381,,,wastewater,,,,USA: Vermont,,,,30000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,vt,6964.C,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,U4TAqXnG3Fv9
SRR25726328,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726328,SRX21450466,,,wastewater,,,,USA: Maryland,,,,150000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,md,11150.F,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,YVaQ9hnFjA3v
SRR25726301,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726301,SRX21450493,,,wastewater,,,,USA: Indiana,,,,36000.0,24,post grit removal,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,in,8920.E,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,KzvJ25EJpTBr
SRR25726296,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726296,SRX21450498,,,wastewater,,,,USA: Alaska,,,,200000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,ak,11084.E,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,mtzqHeoqawrG
SRR25726350,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726350,SRX21450444,,,wastewater,,,,USA: Mississippi,,,,27662.0,25,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,ms,10980.E,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,m5DKji65mKvg
SRR25726231,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726231,SRX21450563,,,wastewater,,,,USA: Tennessee,,,,300000.0,18,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,tn,10394.I,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,9kgZKc4FoimF
SRR25724522,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25724522,SRX21448625,,,wastewater,,,,USA: Pennsylvania,,,,33350.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,pa,6322.J,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,h45fVo88Gn8Y
SRR25726289,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726289,SRX21450505,,,wastewater,,,,USA: Kansas,,,,90000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,ks,10754.H,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,SQy5tDh7LqQU
SRR25757763,,,,,,,,,,2023-08-14,,,,,,,,,,GenomeTrakr; LFFM ww project,1PC00013_08142023,,,,,,SRR25757763,SRX21480688,,,wastewater,,,,USA: Ohio,,,,4100.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,1PC00013_08142023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,ARTIC V4.1,,,OH0028215,utility provided information,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,2528655.072,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0028215
SRR25726399,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726399,SRX21450395,,,wastewater,,,,USA: Washington,,,,162100.0,23,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,wa,7771.I,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,EF9ZqRFqbbck
SRR25726391,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726391,SRX21450403,,,wastewater,,,,USA: Texas,,,,1800.0,0,raw wastewater,grab,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,tx,10894.Z,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,X7jj8uBKXRim
SRR25726308,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726308,SRX21450486,,,wastewater,,,,USA: Virginia,,,,20000.0,24,post grit removal,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,va,8004.F,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,TKHpibLFDeR5
SRR25726392,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726392,SRX21450402,,,wastewater,,,,USA: California,,,,6500.0,0,raw wastewater,grab,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,ca,11066.A,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,2pBtc8bFyQpF
SRR25726313,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726313,SRX21450481,,,wastewater,,,,USA: North Dakota,,,,67000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,nd,11174.C,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,fxnGZ5HVHYQQ
SRR25726449,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726449,SRX21450345,,,wastewater,,,,USA: Rhode Island,,,,10000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,ri,10802.D,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,SLVzq9cjyvuT
SRR25726428,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726428,SRX21450366,,,wastewater,,,,USA: Pennsylvania,,,,88000.0,24,post grit removal,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,pa,11070.E,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,h88CEadGa8Kz
SRR25726401,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726401,SRX21450393,,,wastewater,,,,USA: California,,,,14276.0,26,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,ca,11064.C,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,WHk7Bd5nFoaV
SRR25726236,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,,,,SRR25726236,SRX21450558,,,wastewater,,,,USA: Kansas,,,,27000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,ks,8263.G,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,TurHhQ7q7oyx
